COLLEGE,INCOME,OVERAGE,LEFTOVER,HOUSE,HANDSET_PRICE,OVER_15MINS_CALLS_PER_MONTH,AVERAGE_CALL_DURATION,REPORTED_SATISFACTION,REPORTED_USAGE_LEVEL,CONSIDERING_CHANGE_OF_PLAN,PROFITABILITY,LEAVE
one,159362,0,62,966883,690,1,2,unsat,very_high,no,5.89,LEAVE
one,43249,192,43,173613,805,14,1,very_unsat,little,considering,2.65,LEAVE
one,30419,180,18,168836,140,25,4,very_unsat,little,considering,3.82,LEAVE
one,99016,251,0,794708,574,23,11,very_unsat,very_little,considering,7.28,STAY
zero,29044,54,0,411619,183,4,15,very_unsat,little,no,3.64,STAY
zero,152972,0,0,233364,375,1,10,unsat,avg,considering,4.72,LEAVE
zero,36696,52,41,463291,134,5,2,very_unsat,very_high,considering,6.98,STAY
zero,126754,76,0,158446,284,4,13,avg,little,considering,5.55,LEAVE
zero,71472,0,0,331456,380,12,8,unsat,little,considering,5.55,STAY
one,82530,51,52,339118,319,5,2,unsat,little,no,4.95,LEAVE
one,64857,219,26,879627,271,23,2,very_sat,very_little,considering,7.52,STAY
zero,27118,0,19,259757,213,1,4,avg,high,actively_looking_into_it,4.57,LEAVE
one,124038,83,0,626756,602,3,11,unsat,little,perhaps,4.05,LEAVE
zero,38889,159,0,259896,194,19,5,unsat,little,actively_looking_into_it,4.47,LEAVE
one,33352,55,40,965616,576,4,2,very_unsat,little,actively_looking_into_it,5.77,LEAVE
one,53741,241,39,659867,318,14,2,very_sat,avg,no,6.14,STAY
one,69986,0,0,720125,320,1,12,sat,very_little,considering,7.19,STAY
zero,109085,63,24,641450,598,5,4,very_sat,very_high,no,3.28,LEAVE
zero,154725,61,18,667696,400,4,4,avg,very_high,no,3.65,STAY
zero,48681,55,70,582456,149,5,1,unsat,very_little,actively_looking_into_it,6.35,STAY
one,136945,215,23,334227,607,27,6,unsat,very_high,no,2.56,LEAVE
one,120889,0,60,431522,565,1,2,very_sat,very_high,actively_looking_into_it,8.10,LEAVE
one,87040,189,33,967050,339,22,1,very_sat,little,actively_looking_into_it,5.59,STAY
zero,128125,169,0,983416,890,25,2,very_unsat,little,considering,4.28,STAY
zero,26635,66,85,222656,209,3,10,very_unsat,little,actively_looking_into_it,4.62,LEAVE
zero,112910,62,5,176608,254,4,6,very_sat,little,never_thought,6.03,STAY
zero,136128,64,60,746621,417,3,1,very_unsat,very_high,considering,5.44,LEAVE
one,45960,0,0,851451,163,0,1,sat,very_high,considering,6.72,STAY
zero,152305,0,0,154639,601,0,14,very_unsat,little,actively_looking_into_it,4.94,STAY
one,117064,192,21,551484,402,13,4,sat,little,considering,5.48,LEAVE
one,47290,210,59,158900,366,27,2,very_sat,high,considering,3.11,LEAVE
one,62043,188,67,217871,337,4,1,very_sat,high,no,0.82,LEAVE
zero,99176,50,21,701672,397,3,6,unsat,very_high,considering,6.22,LEAVE
zero,147142,192,7,308076,779,17,5,very_unsat,little,actively_looking_into_it,4.73,LEAVE
zero,78702,0,12,703060,394,0,6,very_sat,little,actively_looking_into_it,6.06,LEAVE
zero,34965,201,0,680885,130,14,1,avg,very_little,never_thought,5.77,STAY
zero,33018,0,18,201919,145,1,4,very_sat,very_high,perhaps,2.68,LEAVE
one,99820,0,75,161934,312,0,2,avg,very_high,considering,8.29,STAY
one,22500,0,5,450501,170,0,1,very_sat,little,no,4.43,STAY
one,25661,76,0,436727,139,5,15,very_unsat,high,no,3.62,LEAVE
zero,72681,0,55,218920,229,0,2,very_unsat,little,considering,8.26,STAY
zero,102799,204,27,207196,479,27,2,sat,little,considering,2.47,LEAVE
one,61309,0,71,388348,350,0,1,very_sat,high,no,4.85,LEAVE
one,62755,0,20,213610,388,0,5,very_unsat,high,no,1.88,LEAVE
one,97989,52,10,911156,385,5,4,unsat,very_high,no,6.10,LEAVE
one,39600,31,24,624727,130,4,4,very_unsat,very_high,never_thought,6.42,STAY
zero,85346,216,80,879523,299,10,2,very_sat,very_little,actively_looking_into_it,6.52,STAY
one,51186,224,27,636714,372,13,2,avg,little,no,6.48,STAY
zero,121772,0,63,273649,800,1,1,very_unsat,little,actively_looking_into_it,5.11,LEAVE
one,53248,165,0,796577,262,29,11,very_sat,little,considering,5.53,STAY
one,154443,225,86,162207,866,14,1,very_unsat,very_high,actively_looking_into_it,3.74,LEAVE
zero,150140,0,0,774106,728,0,13,very_unsat,little,no,2.74,LEAVE
one,150673,0,15,933703,700,1,5,very_sat,high,no,2.84,LEAVE
zero,23431,70,20,471726,298,4,5,very_sat,little,actively_looking_into_it,3.67,LEAVE
one,46921,73,87,182828,146,3,1,very_sat,high,considering,7.27,STAY
zero,81263,190,0,849107,393,24,10,very_unsat,little,actively_looking_into_it,5.72,STAY
zero,55007,30,33,550108,368,4,1,very_sat,little,actively_looking_into_it,5.87,LEAVE
one,129407,133,21,765828,428,27,4,very_unsat,little,actively_looking_into_it,5.02,LEAVE
one,39406,0,18,167008,239,0,4,very_sat,very_high,no,3.64,STAY
one,53799,0,0,274895,292,0,13,sat,very_high,actively_looking_into_it,3.79,LEAVE
one,24154,173,0,319861,304,14,11,very_sat,high,considering,5.37,LEAVE
zero,39895,55,67,229472,889,4,2,avg,little,no,6.37,STAY
zero,31841,171,66,281055,205,16,1,unsat,little,considering,3.54,STAY
zero,78534,0,0,750479,343,1,10,very_sat,very_high,considering,8.13,STAY
one,55921,78,11,462679,389,4,8,avg,little,actively_looking_into_it,4.99,LEAVE
zero,158537,0,31,282026,543,0,1,very_unsat,little,considering,6.34,STAY
zero,103079,153,0,237826,435,19,14,very_sat,little,considering,5.30,LEAVE
one,97542,214,64,306931,282,17,1,very_unsat,high,perhaps,6.31,LEAVE
one,101096,0,34,451398,679,0,2,sat,little,actively_looking_into_it,7.05,STAY
zero,98596,188,0,720238,358,24,8,very_unsat,very_little,actively_looking_into_it,5.84,STAY
one,91474,0,54,151408,288,0,2,sat,very_little,actively_looking_into_it,7.49,LEAVE
one,109230,58,34,194185,712,4,1,very_unsat,little,considering,4.88,STAY
zero,42361,0,19,806198,233,1,5,very_unsat,little,actively_looking_into_it,6.34,STAY
zero,144161,208,63,263823,641,24,1,very_unsat,very_high,considering,2.90,LEAVE
zero,150606,0,0,161229,601,1,2,very_sat,high,considering,4.03,LEAVE
one,48850,166,83,519462,238,29,2,unsat,little,perhaps,3.96,LEAVE
zero,58060,213,11,890315,344,20,4,unsat,very_little,no,5.82,STAY
zero,146021,0,0,199395,797,18,11,unsat,very_high,no,5.24,LEAVE
one,84805,70,0,249974,387,4,9,very_unsat,very_little,never_thought,3.69,LEAVE
zero,36766,0,0,387010,194,4,8,unsat,very_high,considering,4.11,LEAVE
zero,116161,50,0,763107,864,3,11,very_unsat,little,considering,3.24,STAY
one,25091,71,18,753451,184,0,6,avg,very_high,actively_looking_into_it,5.69,STAY
zero,27223,67,89,374041,148,5,2,very_sat,little,no,8.44,LEAVE
zero,74999,181,5,513763,188,14,4,very_sat,very_little,perhaps,2.32,STAY
zero,77293,58,0,804414,272,5,10,very_unsat,little,considering,6.07,STAY
zero,102177,0,0,907779,665,4,14,very_unsat,little,never_thought,3.53,LEAVE
one,97288,0,25,271893,270,1,2,very_unsat,very_little,considering,7.13,STAY
zero,32076,0,0,264172,200,1,14,unsat,very_high,actively_looking_into_it,3.31,LEAVE
zero,50418,0,0,238967,267,0,9,unsat,little,never_thought,3.36,LEAVE
one,61317,0,13,532355,389,0,1,very_unsat,little,considering,6.15,LEAVE
one,95274,0,20,176640,203,1,4,very_unsat,little,considering,4.76,LEAVE
one,132355,200,15,830842,769,16,4,unsat,high,never_thought,3.18,LEAVE
zero,75471,0,57,679210,461,0,2,unsat,very_little,considering,5.89,STAY
zero,43632,223,13,609194,198,22,15,very_unsat,little,actively_looking_into_it,5.41,STAY
one,62454,0,14,748624,252,0,5,very_unsat,very_high,actively_looking_into_it,5.71,LEAVE
one,47743,60,0,392431,217,4,13,avg,little,no,4.31,STAY
zero,145857,174,16,330516,642,0,6,very_sat,very_little,no,5.20,LEAVE
one,41212,0,0,300240,224,0,8,very_sat,very_high,considering,1.90,STAY
one,151915,50,52,244857,433,3,11,very_sat,high,considering,7.38,LEAVE
one,116652,0,0,523027,650,1,10,unsat,little,considering,4.64,STAY
zero,73296,0,44,605613,333,0,1,very_sat,little,actively_looking_into_it,6.43,STAY
zero,109263,28,0,153801,552,4,11,avg,little,actively_looking_into_it,3.54,STAY
one,66660,188,13,217088,448,10,5,unsat,high,never_thought,4.48,STAY
zero,102530,65,0,370334,541,4,10,very_unsat,little,actively_looking_into_it,3.94,LEAVE
one,155142,0,71,303993,767,0,1,very_sat,little,no,6.84,LEAVE
one,65577,260,0,190478,352,28,8,very_sat,very_high,considering,2.84,LEAVE
zero,83584,58,40,255170,340,3,2,avg,little,actively_looking_into_it,6.75,STAY
zero,61494,250,0,614002,259,24,8,avg,little,no,6.66,STAY
one,25769,74,32,630190,216,3,1,very_unsat,very_high,actively_looking_into_it,7.16,STAY
zero,116199,175,20,904979,578,24,6,unsat,little,actively_looking_into_it,2.63,LEAVE
one,124828,0,30,534018,705,0,2,very_sat,avg,no,6.44,STAY
one,158112,77,74,837118,604,5,1,very_unsat,little,considering,6.22,LEAVE
zero,128773,246,57,344421,702,17,2,unsat,very_high,no,3.84,LEAVE
zero,36401,0,57,522993,130,0,2,very_sat,very_high,considering,6.27,LEAVE
zero,83205,168,78,781561,316,22,2,very_unsat,little,no,5.53,STAY
zero,142017,154,54,271263,845,22,2,very_unsat,very_little,considering,3.97,STAY
one,130968,0,11,750770,539,10,4,unsat,high,never_thought,3.69,LEAVE
one,34979,0,8,834645,209,1,4,very_unsat,little,perhaps,7.48,STAY
zero,42906,42,10,639599,238,4,6,very_unsat,little,considering,5.28,STAY
one,95145,66,0,493516,259,5,12,very_unsat,high,never_thought,4.99,STAY
zero,22082,0,10,898673,185,3,4,very_sat,very_high,no,5.79,STAY
zero,26936,180,0,558516,720,20,8,very_sat,little,actively_looking_into_it,3.63,LEAVE
one,21831,200,59,838347,179,21,1,very_sat,very_high,no,6.59,STAY
zero,21298,0,0,534512,199,1,6,very_unsat,very_little,considering,3.30,LEAVE
one,144017,186,0,280993,732,19,9,unsat,very_high,considering,2.98,LEAVE
one,140374,153,6,843482,567,12,11,unsat,little,considering,4.04,STAY
zero,57919,51,0,273007,545,15,9,unsat,very_little,considering,3.60,STAY
zero,109597,50,20,951460,432,3,13,unsat,little,no,4.54,LEAVE
one,38841,46,67,298096,215,4,1,very_unsat,high,actively_looking_into_it,3.93,LEAVE
zero,35368,268,57,832389,159,15,5,very_unsat,very_little,actively_looking_into_it,3.83,STAY
one,54244,58,0,254153,266,3,9,unsat,very_high,actively_looking_into_it,2.96,STAY
one,52104,226,27,931512,349,11,1,very_sat,little,actively_looking_into_it,6.46,STAY
zero,118659,172,0,297078,843,28,9,unsat,little,no,2.85,LEAVE
zero,123061,235,77,299219,404,25,2,very_unsat,very_little,never_thought,1.88,LEAVE
zero,57651,154,16,681516,294,17,5,avg,very_high,actively_looking_into_it,5.48,STAY
zero,97559,177,55,633313,328,27,1,very_sat,little,no,5.28,LEAVE
one,27000,190,61,938526,201,27,2,sat,very_little,considering,6.60,STAY
one,101637,0,16,335577,474,1,5,avg,high,no,4.91,STAY
one,95757,0,13,172736,289,1,5,very_unsat,little,considering,3.63,LEAVE
zero,49439,42,23,206065,231,5,6,very_unsat,avg,considering,3.33,LEAVE
one,47733,0,87,215194,248,1,1,avg,high,considering,6.04,STAY
one,112164,0,47,871523,813,1,1,very_unsat,little,no,5.88,STAY
zero,129760,0,10,812523,604,1,5,avg,very_little,considering,1.63,STAY
one,42753,62,32,597585,178,0,4,unsat,little,no,6.74,STAY
zero,130596,213,34,632138,690,1,2,very_unsat,high,actively_looking_into_it,2.87,LEAVE
zero,137773,163,22,420633,875,26,4,very_unsat,very_little,considering,4.95,LEAVE
zero,70894,0,60,515087,263,1,1,unsat,very_little,considering,6.46,STAY
one,122230,222,84,293839,506,10,1,unsat,very_little,actively_looking_into_it,2.98,STAY
zero,98335,51,15,342144,286,4,4,unsat,very_high,actively_looking_into_it,5.86,STAY
zero,97083,78,38,155997,302,4,2,avg,very_high,actively_looking_into_it,5.24,STAY
one,65097,176,26,832838,318,19,4,unsat,very_little,no,3.74,LEAVE
zero,57331,0,69,643085,323,0,1,very_unsat,avg,considering,7.20,STAY
one,34967,37,37,476291,238,5,2,sat,very_high,never_thought,5.61,STAY
zero,139217,0,0,327505,796,22,12,very_sat,high,considering,4.70,LEAVE
zero,37830,21,8,280539,133,4,6,avg,little,never_thought,1.90,STAY
one,24575,0,14,737732,219,0,6,very_unsat,very_high,considering,7.39,STAY
one,23569,0,25,428200,211,1,2,very_unsat,very_little,no,6.50,STAY
one,97631,63,0,572570,371,4,5,very_unsat,high,actively_looking_into_it,4.44,LEAVE
one,105817,232,0,252247,803,14,11,very_sat,little,actively_looking_into_it,3.52,LEAVE
zero,58654,58,0,338213,323,5,8,avg,high,no,4.51,LEAVE
zero,87433,0,70,803522,383,0,2,very_sat,very_high,actively_looking_into_it,5.63,STAY
one,50749,191,0,886926,190,18,8,unsat,little,actively_looking_into_it,7.72,STAY
zero,121349,0,0,779707,411,0,8,very_unsat,very_little,considering,4.27,STAY
one,32345,182,0,570934,155,16,11,very_unsat,high,considering,2.21,LEAVE
zero,25145,86,22,675001,237,4,5,very_unsat,little,considering,6.26,STAY
one,98274,252,0,575381,276,27,9,very_unsat,little,no,4.23,LEAVE
zero,21652,0,59,278397,224,0,1,very_unsat,little,considering,6.31,LEAVE
zero,125185,162,12,827813,406,11,6,unsat,little,never_thought,1.98,LEAVE
one,124591,66,0,949388,806,27,9,unsat,very_high,no,3.85,STAY
zero,74483,73,73,878590,379,5,2,very_sat,little,considering,5.21,STAY
one,23612,159,0,648499,249,11,9,very_unsat,little,never_thought,7.55,STAY
zero,32066,0,14,874534,230,0,6,very_unsat,very_high,actively_looking_into_it,5.85,LEAVE
zero,55908,0,23,805276,385,0,4,sat,little,no,4.39,STAY
one,91085,167,24,364913,135,12,11,very_sat,very_high,no,2.02,LEAVE
one,39667,0,22,925442,225,1,6,avg,little,no,5.15,LEAVE
one,43247,0,16,406769,220,1,5,very_sat,very_little,no,3.78,LEAVE
one,159747,196,0,277682,817,13,9,sat,little,no,2.73,LEAVE
zero,41280,232,67,745081,136,23,1,very_sat,high,considering,5.11,LEAVE
zero,102221,196,66,415210,588,15,14,very_unsat,little,perhaps,3.01,LEAVE
zero,41084,202,9,347369,206,18,5,very_sat,very_little,no,4.43,LEAVE
one,37378,244,0,225300,241,22,11,sat,very_high,never_thought,5.10,LEAVE
one,101024,0,0,806651,438,0,11,avg,very_high,considering,3.66,STAY
one,34310,0,23,759241,839,0,5,avg,very_little,actively_looking_into_it,7.87,STAY
one,145273,0,68,373563,796,1,2,avg,little,actively_looking_into_it,5.71,LEAVE
one,22044,170,15,218671,220,18,6,very_sat,little,no,3.52,STAY
one,102337,69,5,286296,805,5,5,very_unsat,very_high,considering,3.18,STAY
zero,59320,215,0,647852,361,29,11,sat,avg,considering,5.82,STAY
one,29901,41,85,492700,160,5,2,very_unsat,little,never_thought,5.67,STAY
zero,152431,43,77,806483,829,3,2,very_unsat,avg,considering,4.95,LEAVE
one,42660,202,29,625310,249,26,1,very_unsat,little,actively_looking_into_it,4.88,LEAVE
zero,63498,46,24,555269,282,5,4,unsat,very_high,considering,3.31,LEAVE
zero,88074,62,0,793677,369,18,10,very_unsat,very_high,actively_looking_into_it,4.43,LEAVE
one,140536,263,5,288284,553,23,4,very_sat,little,considering,3.05,LEAVE
zero,38417,233,8,207489,213,20,5,very_unsat,high,considering,3.58,LEAVE
zero,137653,184,0,999309,865,26,8,very_unsat,very_high,considering,2.14,STAY
one,39870,160,55,195509,206,26,1,very_sat,little,no,3.19,LEAVE
zero,83527,0,0,503374,171,1,10,very_unsat,avg,actively_looking_into_it,4.57,LEAVE
zero,139471,0,0,300743,400,1,13,very_sat,high,actively_looking_into_it,3.72,STAY
one,39065,53,0,495452,220,3,13,very_sat,little,actively_looking_into_it,3.53,LEAVE
zero,35816,0,22,265506,203,15,6,unsat,high,actively_looking_into_it,3.91,LEAVE
zero,151772,0,26,252878,640,1,2,very_sat,little,perhaps,5.13,LEAVE
one,110523,0,0,434513,668,0,9,avg,little,considering,5.12,LEAVE
one,103378,210,21,161097,865,13,4,unsat,very_little,no,2.64,LEAVE
zero,33538,0,81,656198,146,1,5,very_unsat,little,actively_looking_into_it,5.57,STAY
one,96373,0,13,539784,308,3,5,very_unsat,high,never_thought,2.94,STAY
zero,90028,0,9,184242,219,1,5,sat,little,actively_looking_into_it,3.81,STAY
one,144357,0,33,199889,760,16,1,very_unsat,very_little,considering,5.80,STAY
one,145458,67,0,477492,425,5,12,very_unsat,little,no,1.59,LEAVE
one,20347,0,0,776912,226,0,9,very_unsat,very_little,perhaps,6.05,STAY
one,35415,178,83,603499,224,26,2,sat,little,perhaps,5.87,STAY
zero,86815,50,50,507399,257,3,1,very_unsat,very_high,considering,6.39,STAY
one,42965,63,0,864173,157,3,8,very_sat,high,considering,7.25,STAY
one,51842,0,77,395221,336,1,8,sat,very_high,perhaps,6.16,STAY
one,125241,0,52,228319,794,4,1,avg,very_high,no,6.06,STAY
one,57204,264,0,722556,346,12,11,very_unsat,avg,perhaps,4.40,STAY
zero,136217,0,19,369189,465,1,9,unsat,little,never_thought,3.19,LEAVE
one,21156,241,28,259379,135,24,2,avg,little,no,2.29,LEAVE
zero,30445,0,10,203858,184,1,5,unsat,high,no,4.74,STAY
one,64857,210,65,845429,378,13,1,very_unsat,avg,perhaps,6.51,STAY
one,154714,245,23,745651,733,24,6,unsat,very_high,never_thought,3.21,LEAVE
zero,104831,82,23,229684,485,4,6,very_sat,high,never_thought,3.22,LEAVE
zero,114047,0,0,428231,731,0,4,very_sat,avg,actively_looking_into_it,3.19,LEAVE
one,139617,204,21,366706,548,19,5,very_unsat,little,considering,3.65,LEAVE
zero,23647,48,87,815751,150,4,2,very_sat,little,actively_looking_into_it,6.20,STAY
zero,27397,0,18,251295,159,0,6,very_unsat,very_high,never_thought,2.26,LEAVE
zero,20775,206,0,263827,164,27,9,unsat,very_high,never_thought,1.79,LEAVE
one,53302,0,63,153337,353,5,1,very_sat,very_high,no,5.39,LEAVE
one,149360,0,13,165622,402,1,4,very_sat,very_high,considering,4.22,STAY
zero,149934,59,86,293734,762,4,2,very_sat,little,actively_looking_into_it,7.10,STAY
zero,23181,139,0,177286,149,27,15,unsat,very_high,no,2.21,LEAVE
one,120200,219,22,240878,288,29,4,avg,little,considering,1.87,LEAVE
one,31180,166,0,255042,228,1,1,very_unsat,little,considering,2.34,LEAVE
zero,138314,80,76,341833,662,3,2,avg,little,actively_looking_into_it,5.66,LEAVE
zero,140704,0,0,741506,649,3,14,very_unsat,avg,considering,2.95,LEAVE
zero,22718,0,0,876579,135,0,14,very_unsat,high,no,6.69,STAY
zero,48232,192,17,813750,173,18,6,very_unsat,little,considering,6.38,STAY
zero,22000,118,45,478553,199,28,2,unsat,little,considering,2.71,LEAVE
zero,39427,0,6,573350,216,10,5,very_unsat,very_high,considering,3.85,LEAVE
one,90636,170,12,194575,317,28,5,avg,little,never_thought,3.82,LEAVE
one,90855,70,5,828412,378,12,13,very_unsat,very_little,actively_looking_into_it,6.17,STAY
one,20320,209,11,702473,146,18,5,very_unsat,very_high,considering,5.21,STAY
one,116263,50,0,232939,315,5,5,very_unsat,little,never_thought,3.47,LEAVE
zero,159978,218,0,230547,463,18,11,unsat,very_high,no,4.99,LEAVE
zero,24782,81,81,287420,154,3,1,very_sat,very_little,considering,6.66,LEAVE
one,85290,167,23,669868,168,16,4,very_sat,little,considering,5.60,STAY
zero,136892,80,0,248465,656,5,5,very_sat,little,considering,4.24,LEAVE
one,148892,147,9,616804,422,21,5,unsat,very_little,never_thought,3.29,LEAVE
zero,33347,158,18,418845,173,0,5,very_unsat,little,considering,2.77,LEAVE
zero,35898,0,0,321493,217,1,12,very_sat,little,considering,4.60,LEAVE
zero,82023,204,12,548686,337,15,6,very_unsat,high,never_thought,5.24,LEAVE
one,111158,202,20,291396,805,17,6,very_unsat,very_little,actively_looking_into_it,3.97,LEAVE
zero,21257,0,0,974937,231,0,10,very_unsat,little,actively_looking_into_it,7.64,STAY
one,38210,0,40,158574,136,1,4,very_unsat,very_little,considering,4.52,LEAVE
zero,159635,0,18,278566,531,1,6,very_sat,little,actively_looking_into_it,3.88,STAY
one,131457,0,65,194089,530,0,2,very_sat,little,considering,6.75,STAY
one,102394,276,0,561210,848,13,13,avg,little,considering,6.38,STAY
one,77760,64,0,627597,280,5,10,unsat,very_high,never_thought,7.08,STAY
zero,33160,186,36,944271,242,18,2,avg,little,actively_looking_into_it,4.82,STAY
one,26220,0,73,501505,191,1,1,unsat,very_high,never_thought,4.47,LEAVE
zero,84924,0,0,178939,335,1,8,avg,little,actively_looking_into_it,4.56,STAY
zero,43930,39,5,201283,207,3,5,unsat,little,perhaps,4.21,STAY
one,43868,0,73,350708,193,1,1,very_sat,very_high,perhaps,5.33,LEAVE
zero,47041,0,0,277496,242,1,12,very_sat,little,considering,5.28,STAY
zero,111564,256,0,661107,656,21,13,very_unsat,little,actively_looking_into_it,2.95,LEAVE
one,47558,243,13,884022,141,4,6,sat,little,actively_looking_into_it,6.21,STAY
one,28338,238,0,193411,198,29,2,very_sat,little,no,5.05,LEAVE
one,25028,197,0,256556,165,21,8,very_unsat,very_little,actively_looking_into_it,3.06,LEAVE
one,137865,142,70,226646,894,24,1,very_sat,avg,considering,1.59,LEAVE
zero,129336,0,24,598245,508,1,5,very_unsat,very_high,never_thought,2.66,STAY
one,156832,0,14,762321,883,0,5,unsat,little,never_thought,2.20,LEAVE
zero,95290,251,49,429465,278,3,1,unsat,high,actively_looking_into_it,4.85,LEAVE
one,44208,0,0,641614,161,0,11,very_sat,very_high,considering,4.59,STAY
one,65653,0,80,334636,309,1,1,very_sat,little,actively_looking_into_it,5.54,LEAVE
zero,56188,149,6,616127,359,16,1,very_unsat,very_little,considering,5.30,STAY
zero,143406,161,0,760849,433,29,15,very_sat,little,no,3.01,LEAVE
zero,92710,0,0,585014,367,0,12,very_sat,little,actively_looking_into_it,4.40,STAY
zero,70491,0,0,186983,363,0,13,very_sat,little,perhaps,3.18,LEAVE
one,43470,0,18,560027,273,5,2,very_unsat,very_high,no,2.88,LEAVE
one,148586,66,24,169635,386,5,5,unsat,very_high,considering,2.78,STAY
zero,23278,60,13,391821,173,4,4,very_unsat,little,never_thought,2.87,STAY
one,149924,68,54,240060,722,4,1,very_sat,very_high,actively_looking_into_it,6.75,STAY
one,59560,65,0,239462,368,4,12,very_unsat,very_little,no,4.32,STAY
zero,100736,0,45,611088,821,11,1,very_unsat,very_little,considering,4.67,STAY
one,72221,194,0,166445,398,20,13,unsat,little,no,2.90,LEAVE
one,21894,0,9,505247,153,0,5,very_unsat,very_high,considering,2.78,LEAVE
zero,43857,72,0,552073,236,4,10,very_unsat,very_high,actively_looking_into_it,5.97,STAY
one,122901,0,0,478308,806,0,9,very_sat,little,considering,3.69,STAY
one,68513,0,48,359655,379,0,2,very_unsat,high,considering,4.89,LEAVE
one,139659,0,44,598342,497,1,1,very_unsat,little,considering,6.51,STAY
one,134482,261,0,743115,720,28,14,very_sat,little,no,5.48,LEAVE
one,93212,0,57,556139,343,4,13,unsat,very_high,actively_looking_into_it,5.59,LEAVE
one,96042,47,87,502259,254,3,2,very_sat,very_little,considering,8.73,STAY
one,45943,57,13,888879,217,4,4,very_sat,very_high,never_thought,7.42,STAY
one,36846,0,14,648821,210,0,6,unsat,very_high,perhaps,6.37,STAY
one,155290,164,23,888152,671,5,5,very_sat,high,perhaps,2.91,LEAVE
one,50987,196,0,572712,291,16,5,very_sat,little,actively_looking_into_it,5.01,LEAVE
one,97785,0,0,694130,343,0,11,very_unsat,high,considering,5.53,STAY
zero,98484,67,0,151362,252,5,11,very_sat,little,never_thought,4.15,STAY
zero,99352,169,0,569442,609,10,11,avg,little,considering,5.22,LEAVE
one,114684,46,44,558440,770,3,1,unsat,avg,no,6.02,LEAVE
zero,138941,197,23,361687,801,18,6,very_sat,little,no,2.02,LEAVE
one,21870,70,51,611808,224,4,2,very_sat,very_little,considering,6.61,STAY
zero,38445,156,0,567445,192,16,9,very_unsat,little,considering,2.92,LEAVE
one,73033,0,0,803311,268,1,9,unsat,little,considering,5.00,STAY
one,139732,150,18,961835,489,23,6,unsat,avg,actively_looking_into_it,3.56,STAY
zero,57353,75,11,966413,303,3,6,avg,little,actively_looking_into_it,4.35,LEAVE
one,32816,0,54,303770,177,0,1,unsat,little,never_thought,7.14,STAY
zero,124507,194,0,567593,624,18,8,very_unsat,high,considering,3.47,LEAVE
zero,23068,173,88,270510,173,17,1,very_unsat,very_high,actively_looking_into_it,5.13,LEAVE
zero,141745,0,38,722356,474,0,2,avg,little,considering,7.20,LEAVE
zero,33135,0,49,273382,133,25,2,unsat,very_little,actively_looking_into_it,4.98,STAY
one,74821,0,19,412611,241,0,2,very_unsat,very_high,considering,4.17,LEAVE
one,80797,77,53,440766,866,3,1,very_unsat,little,considering,6.08,LEAVE
zero,60947,46,0,689040,351,3,14,very_unsat,little,no,6.42,STAY
zero,52910,0,76,220859,278,1,2,very_unsat,very_high,no,5.39,STAY
one,147080,0,0,251084,877,1,11,avg,very_little,no,3.09,LEAVE
zero,75823,239,75,161228,273,14,2,unsat,little,perhaps,4.77,LEAVE
zero,27746,0,9,693686,206,0,5,unsat,little,actively_looking_into_it,6.58,STAY
one,30186,0,13,558518,144,0,11,very_unsat,high,never_thought,4.31,LEAVE
one,100773,262,46,720255,899,17,2,very_sat,little,actively_looking_into_it,3.56,LEAVE
zero,111558,0,7,606103,636,1,5,very_unsat,very_high,no,2.70,LEAVE
one,21825,60,24,167691,136,5,4,very_sat,little,no,3.17,STAY
one,117923,86,51,961211,480,3,2,unsat,little,no,5.90,LEAVE
zero,137498,164,19,177297,818,11,2,very_unsat,very_little,considering,4.68,LEAVE
one,30148,26,86,178140,230,3,2,avg,little,considering,6.22,LEAVE
one,94081,0,0,462462,261,1,15,very_sat,high,no,2.44,LEAVE
zero,104285,0,14,786800,734,1,6,very_unsat,little,no,3.12,LEAVE
zero,141750,157,17,748380,702,17,4,very_sat,avg,considering,3.41,STAY
zero,47384,0,0,695541,165,0,13,sat,very_little,no,4.78,LEAVE
zero,79463,0,0,851245,338,5,15,very_unsat,avg,considering,8.02,STAY
zero,102815,184,0,852877,617,24,13,very_unsat,little,never_thought,4.37,LEAVE
one,27444,208,6,279462,244,13,6,very_unsat,very_little,considering,4.82,LEAVE
zero,91921,0,0,238571,355,0,14,unsat,very_high,considering,2.49,STAY
zero,32193,0,0,421286,213,1,11,avg,very_little,considering,5.44,LEAVE
one,110172,0,8,907303,758,1,5,very_sat,little,considering,4.74,STAY
one,34959,42,0,211046,197,5,9,unsat,very_high,actively_looking_into_it,5.40,STAY
one,30162,0,42,481666,179,1,1,unsat,little,considering,7.82,STAY
zero,34941,0,89,745992,154,1,2,very_unsat,very_high,actively_looking_into_it,5.24,STAY
one,158490,177,0,663041,846,17,14,very_sat,very_high,never_thought,5.28,LEAVE
zero,73704,241,68,698973,391,27,2,very_sat,very_high,considering,7.06,STAY
zero,77499,0,17,602816,269,1,11,avg,very_high,actively_looking_into_it,6.26,STAY
one,69998,0,80,266842,295,0,2,very_unsat,little,perhaps,5.85,LEAVE
zero,110333,52,0,286137,277,4,10,unsat,very_high,never_thought,5.12,STAY
zero,76705,0,0,338788,313,0,13,very_unsat,little,considering,4.74,LEAVE
one,110094,64,0,376591,410,3,10,very_sat,little,no,3.04,LEAVE
